codigo,ean,stock,precio,promo,descripcion
20,7790808034255,2,25599.0,No Promo,ASPEN BALANZA MECANICA COLOR BLANCA BR9706-71(dds225688)
20,7791001003543,2,11030.0,No Promo,BIFERDIL NUTRI c/VIT.E balsamo x400ml
20,7791001003604,2,9952.000000000002,No Promo,BIFERDIL MANZANILLA SH x400ml
20,7791001005011,2,14628.0,No Promo,BIFERDIL RULOS CPP x270ml
20,7791001010657,2,8362.0,No Promo,BIFERDIL RESTAURACION c/ACIDO HIALURONICO ba s.x295ml
20,7791001010848,2,9616.0,No Promo,BIFERDIL EXTRA BRILLO c/ACEITE PALTA SH x295 l
20,7791001011821,2,8249.0,No Promo,BIFERDIL PANTALLA CAPILAR X155ML
20,7791274197178,2,10091.0,No Promo,MATANA AVENGERS TOYS 2D JABON LIQUIDO 300ML P7178
20,7791293021270,2,2444.0,No Promo,LORD CHESELINE EXTRA FIJACION GEL 150GR
20,7791293038773,2,5772.0,40%,DOVE REGENERACION EXTREMA SHAMPOO 400ML
20,7791293040332,2,3309.0,No Promo,DOVE JAB LIQ P/M ANTIBACTERIAL REPx220
20,7791293041223,2,2444.0,No Promo,LORD CHESELINE EXTRA FIJACION GEL 150GR
20,7791293041858,2,2474.0,No Promo,REXONA ANTIBACTERIAL FRESH JABON LIQUIDO REF LL X 200ML
20,7791293042176,2,5772.0,40%,DOVE REGENERACION EXTREMA SHAMPOO 400ML
20,7791293045368,2,5772.0,40%,DOVE REGENERACION EXTREMA SHAMPOO 400ML
20,7791293046150,2,3309.0,No Promo,DOVE JAB LIQ P/M ANTIBACTERIAL REPx220
20,7791293046839,2,4465.0,No Promo,DOVE SUPER FACTOR NUTRIC ACONDICIONADOR 60 X 170ML
20,7791293047171,2,5772.0,40%,DOVE REGENERACION EXTREMA SHAMPOO 400ML
20,7791293049724,2,2931.0,No Promo,SEDAL PREBIOTICOS + BIOTINA SHAMPOO 190ML
20,7791293049755,2,2931.0,No Promo,SEDAL PREBIOTICOS + BIOTINA ACONDICIONADOR 1 0ML
20,7791293050553,2,4535.0,No Promo,SEDAL LISO PERFECTO 300 ML CRE PEI.
20,7791293050652,2,2444.0,No Promo,LORD CHESELINE EXTRA FIJACION GEL 150GR
20,7791293051017,2,7271.0,30%,DOVE BOND INTENSE REPAIR SHAMPOO 400ML
20,7791520004137,2,1736.0,No Promo,VERITAS ACEITES ESENCIALES JBON x120g x1u
